client_number,first_name,last_name,email,mobile_number,date_of_birth,gender,province,city,signup_date,event_type,event_date,account_number,product_type,account_status,credit_limit,loan_amount,account_balance,channel,interaction_type,resolved_flag,transaction_type,amount
CL01468,Riaan,Kruger,riaan.kruger49@yahoo.com,+27632698894,2007-09-20,F,Free State,Welkom,2023-11-16,Transaction,2025-07-07,AC001958,Savings,,,,,Branch,,,Deposit,3231.76
CL00038,Wian,Govender,wian.govender39@outlook.com,+27834700025,1999-08-25,F,Mpumalanga,Mbombela,2022-01-13,Transaction,2025-07-08,AC000048,Savings,,,,,ATM,,,Withdrawal,-3061.35
CL00039,Nokuthula,Mokoena,nokuthula.mokoena52@yahoo.com,0771452421,1991-07-27,F,Free State,Welkom,2023-11-20,Transaction,2025-07-08,AC000050,Credit Card,,,,,POS,,,POS Purchase,-2658.08
CL00115,Riaan,Zulu,riaan.zulu24@telkomsa.net,0696142147,1986-01-31,F,Free State,Bloemfontein,2025-05-18,Transaction,2025-07-08,AC000150,Credit Card,,,,,POS,,,POS Purchase,-1894.34
CL00116,David,Adams,david.adams46@telkomsa.net,0612258981,1987-10-28,F,Mpumalanga,Mbombela,2022-03-28,Transaction,2025-07-08,AC000152,Savings,,,,,Online Banking,,,EFT Payment,7395.21
CL00129,Werner,Mabaso, werner.mabaso77@outlook.com ,0645437118,2000-05-02,F,Eastern Cape,Gqeberha,2022-04-14,CRM Interaction,2025-07-08,,,,,,,Call,Feedback,Y,,
CL00142,Lerato,Nkosi,lerato.nkosi18@telkomsa.net,0658699307,1978-01-21,F,Free State,Bloemfontein,2025-01-17,Transaction,2025-07-08,AC000189,Savings,,,,,EFT,,,Debit Order,-3276.45
CL00166,Riaan,Sithole,RIAAN.SITHOLE84@GMAIL.COM,27611158547,1968-04-05,F,North West,Rustenburg,2022-06-15,CRM Interaction,2025-07-08,,,,,,,Call,Query,Y,,
CL00169,Ayesha,Steyn,ayesha.steyn70@webmail.co.za,082-231-5798,1969-07-28,M,KwaZulu Natal,Richards Bay,2024-03-07,Transaction,2025-07-08,AC000225,Savings,,,,,Branch,,,Withdrawal,-5025.72
CL00180,Vusi,Zulu,vusi.zulu11@gmail.com,+27801743175,1980-04-03,M,Mpumalanga,Mbombela,2025-01-04,Transaction,2025-07-08,AC000238,Credit Card,,,,,Mobile App,,,EFT Payment,3672.32
CL00182,Werner,Khumalo,werner.khumalo11@gmail.com,0708639213,1991-04-24,F,Limpopo,Polokwane,2024-05-01,Transaction,2025-07-08,AC000240,Personal Loan,,,,,ATM,,,Withdrawal,-3780.88
CL00207,Vusi,Mahlangu,VUSI.MAHLANGU12@OUTLOOK.COM,,1975-10-29,M,Mpumalanga,Mbombela,2023-05-04,Transaction,2025-07-08,AC000273,Personal Loan,,,,,Branch,,,Withdrawal,-5358.77
CL00218,Wian,Mahlangu,wian.mahlangu87@webmail.co.za,,1970-04-08,,KwaZulu Natal,Durban,2024-03-22,Transaction,2025-07-08,AC000286,Savings,,,,,EFT,,,Debit Order,-2718.34
CL00218,Wian,Mahlangu,wian.mahlangu87@webmail.co.za,,1970-04-08,,KwaZulu Natal,Durban,2024-03-22,Transaction,2025-07-08,AC000286,Savings,,,,,ATM,,,Withdrawal,-7103.54
CL00240,Precious,Khumalo,precious.khumalo81@yahoo.com,0622460078,1955-01-11,,Western Cape,Paarl,2024-06-10,Transaction,2025-07-08,AC000312,Credit Card,,,,,ATM,,,Deposit,7568.53
CL00276,David,Mabaso,david.mabaso56@telkomsa.net,0653913368,1992-10-01,F,Northern Cape,Kimberley,2022-04-10,CRM Interaction,2025-07-08,,,,,,,Chat,Query,Y,,
CL00352,Johan,Mokoena,johan.mokoena23@telkomsa.net,0807005628,1964-12-30,F,Northern Cape,Upington,2023-05-25,Transaction,2025-07-08,AC000453,Savings,,,,,EFT,,,Fee,-3957.2
CL00403,Bongani,Molefe,bongani.molefe13@outlook.com,,1958-04-04,M,Gauteng,Soweto,2024-08-06,Transaction,2025-07-08,AC000529,Personal Loan,,,,,POS,,,POS Purchase,-3256.89
CL00416,Lindiwe,Mokoena,LINDIWE.MOKOENA34@GMAIL.COM,+27759934217,1966-12-01,M,North West,Rustenburg,2023-12-08,Transaction,2025-07-08,AC000545,Savings,,,,,POS,,,POS Purchase,-2869.69
CL00427,Andile,Van der Merwe,andile.van der merwe50@yahoo.com,0827027401,2006-02-11,F,North West,Mahikeng,2025-02-09,Transaction,2025-07-08,AC000564,Credit Card,,,,,Mobile App,,,EFT Payment,4585.91
CL00495,Andile,Petersen,andile.petersen36@outlook.com,,1985-12-08,F,Mpumalanga,Mbombela,2022-08-07,Transaction,2025-07-08,AC000658,Savings,,,,,Branch,,,Withdrawal,-2364.18
CL00510,Nadia,De Villiers, nadia.de villiers20@gmail.com ,0828837188,2006-12-24,M,KwaZulu Natal,Richards Bay,2024-06-20,Transaction,2025-07-08,AC000674,Savings,,,,,EFT,,,Debit Order,-4604.05
CL00515,Wian,Dlamini,wian.dlamini49@gmail.com,0722496331,1952-12-24,M,Free State,Welkom,2025-01-25,Transaction,2025-07-08,AC000681,Personal Loan,,,,,Mobile App,,,EFT Payment,3410.92
CL00515,Wian,Dlamini,wian.dlamini49@gmail.com,0722496331,1952-12-24,M,Free State,Welkom,2025-01-25,Transaction,2025-07-08,AC000681,Personal Loan,,,,,EFT,,,Fee,-1429.72
CL00543,Kyle,Van der Merwe,kyle.van der merwe10@webmail.co.za,27847623350,1986-02-12,M,Gauteng,Johannesburg,2024-09-02,Transaction,2025-07-08,AC000722,Personal Loan,,,,,EFT,,,Debit Order,-6847.42
CL00556,Vusi,Govender,vusi.govender80@webmail.co.za,,1951-10-01,F,Northern Cape,Upington,2024-08-09,CRM Interaction,2025-07-08,,,,,,,Email,Query,Y,,
CL00627,Ashwin,Mokoena,ashwin.mokoena63@gmail.com,0782084932,1959-01-16,M,Free State,Welkom,2024-12-30,Transaction,2025-07-08,AC000826,Credit Card,,,,,ATM,,,Withdrawal,-899.72
CL00656,Nomvula,Nkosi,NOMVULA.NKOSI20@OUTLOOK.COM,0815196564,1992-02-22,F,Gauteng,Soweto,2024-12-19,Transaction,2025-07-08,AC000864,Savings,,,,,ATM,,,Deposit,3520.7
CL00686,Priya,Mabaso,priya.mabaso18@gmail.com,+27608125430,1985-10-10,F,KwaZulu Natal,Richards Bay,2023-04-05,Transaction,2025-07-08,AC000903,Credit Card,,,,,POS,,,POS Purchase,-6160.52
CL00688,Bongani,De Villiers,bongani.de villiers93@webmail.co.za,,1995-04-27,M,KwaZulu Natal,Richards Bay,2023-09-06,Transaction,2025-07-08,AC000906,Savings,,,,,POS,,,POS Purchase,-1367.56
CL00719,Farhaan,Van der Merwe,farhaan.van der merwe53@gmail.com,0737295723,1966-08-28,F,North West,Mahikeng,2024-10-02,Transaction,2025-07-08,AC000952,Savings,,,,,Online Banking,,,Refund,665.19
CL00770,Michelle,Kruger,michelle.kruger16@outlook.com,0675863655,1999-01-22,F,Mpumalanga,Mbombela,2024-11-25,CRM Interaction,2025-07-08,,,,,,,Branch,Complaint,Y,,
CL00793,Ilse,Dlamini,ilse.dlamini32@webmail.co.za,+27746281742,1976-06-07,F,North West,Mahikeng,2025-03-24,CRM Interaction,2025-07-08,,,,,,,Branch,Product Application,Y,,
CL00868,Sam,Steyn,sam.steyn84@outlook.com,27794761327,1989-08-18,M,Western Cape,George,2022-07-21,CRM Interaction,2025-07-08,,,,,,,WhatsApp,Query,Y,,
CL00968,Naledi,Naidoo, naledi.naidoo56@yahoo.com ,0783891398,1997-06-29,M,Eastern Cape,East London,2024-02-27,Transaction,2025-07-08,AC001295,Personal Loan,,,,,Branch,,,Withdrawal,-208.14
CL01031,Michelle,Van der Merwe,michelle.van der merwe65@yahoo.com,0652449174,1971-07-29,M,Gauteng,Johannesburg,2024-01-03,Product Enrollment,2025-07-08,AC001384,Personal Loan,Active,,100000,21638.78,,,,,
CL01031,Michelle,Van der Merwe,michelle.van der merwe65@yahoo.com,0652449174,1971-07-29,M,Gauteng,Johannesburg,2024-01-03,Transaction,2025-07-08,AC001384,Personal Loan,,,,,POS,,,POS Purchase,-2073.21
CL01046,Priya,Govender,priya.govender71@webmail.co.za,27704688845,1967-10-11,M,Eastern Cape,Gqeberha,2025-03-14,Transaction,2025-07-08,AC001407,Savings,,,,,ATM,,,Deposit,5872.82
CL01059,Grace,Zulu,grace.zulu60@telkomsa.net,083 779 8104,1997-05-15,M,North West,Mahikeng,2024-04-07,Product Enrollment,2025-07-08,AC001421,Savings,Active,,,5897.11,,,,,
CL01065,Ilse,Fourie, ilse.fourie80@webmail.co.za ,+27638355095,1984-03-11,F,Western Cape,Paarl,2025-06-09,CRM Interaction,2025-07-08,,,,,,,Chat,Complaint,Y,,
CL01153,Bongani,Govender,bongani.govender83@yahoo.com,069-167-6823,2004-03-12,M,Gauteng,Soweto,2024-05-19,Transaction,2025-07-08,AC001537,Personal Loan,,,,,POS,,,POS Purchase,-5169.45
CL01243,Mpho,Botha,mpho.botha77@telkomsa.net,+27642878321,1969-02-06,F,Northern Cape,Kimberley,2025-06-13,Product Enrollment,2025-07-08,AC001648,Credit Card,Closed,5000,,2220.76,,,,,
CL01243,Mpho,Botha,mpho.botha77@telkomsa.net,+27642878321,1969-02-06,F,Northern Cape,Kimberley,2025-06-13,Transaction,2025-07-08,AC001648,Credit Card,,,,,POS,,,POS Purchase,-171.69
CL01249,Bongani,De Villiers,bongani.de villiers59@telkomsa.net,072 404 8843,1977-11-25,M,Free State,Bloemfontein,2023-12-27,Transaction,2025-07-08,AC001659,Personal Loan,,,,,Online Banking,,,EFT Payment,6123.13
CL01251,Werner,Steyn,werner.steyn50@yahoo.com,27677822135,1987-10-30,F,KwaZulu Natal,Durban,2025-02-22,CRM Interaction,2025-07-08,,,,,,,WhatsApp,Query,Y,,
CL01255,Thabo,Mahlangu,thabo.mahlangu13@outlook.com,,1951-12-05,M,KwaZulu Natal,Durban,2023-10-20,Transaction,2025-07-08,AC001672,Personal Loan,,,,,EFT,,,Debit Order,-3995.27
CL01255,Thabo,Mahlangu,thabo.mahlangu13@outlook.com,,1951-12-05,M,KwaZulu Natal,Durban,2023-10-20,Transaction,2025-07-08,AC001672,Personal Loan,,,,,EFT,,,Debit Order,-5111.22
CL01277,Andile,Mokoena,andile.mokoena92@outlook.com,+27628130059,1951-03-17,M,Free State,Bloemfontein,2022-08-01,Transaction,2025-07-08,AC001703,Savings,,,,,POS,,,POS Purchase,-1289.69
CL01333,Naledi,Smith,naledi.smith17@gmail.com,,1959-10-09,F,KwaZulu Natal,Durban,2024-06-17,Transaction,2025-07-08,AC001770,Personal Loan,,,,,Branch,,,Deposit,2400.69
CL01449,Wian,Fourie,wian.fourie60@gmail.com,078-870-8498,1987-04-30,M,KwaZulu Natal,Pietermaritzburg,2023-08-29,Transaction,2025-07-08,AC001927,Credit Card,,,,,POS,,,POS Purchase,-643.19
CL01465,Michelle,Dlamini,michelle.dlamini6@webmail.co.za,0828734943,1995-12-31,M,Western Cape,George,2024-10-25,Transaction,2025-07-08,AC001951,Personal Loan,,,,,Branch,,,Withdrawal,-4472.69
CL01498,Thabo,Naidoo,thabo.naidoo32@webmail.co.za,+27782866127,1953-06-20,F,Eastern Cape,Gqeberha,2025-01-28,Transaction,2025-07-08,AC001997,Savings,,,,,POS,,,POS Purchase,-1722.51
CL00016,Precious,Naidoo,precious.naidoo10@outlook.com,0801247595,1960-07-29,F,Northern Cape,Upington,2023-07-25,Transaction,2025-07-09,AC000019,Savings,,,,,Branch,,,Deposit,5923.76
CL00045,Grace,Abrahams,grace.abrahams69@outlook.com,27705118725,1963-10-20,M,KwaZulu Natal,Pietermaritzburg,2023-07-08,Transaction,2025-07-09,AC000060,Savings,,,,,Mobile App,,,EFT Payment,4257.95
CL00051,Naledi,Ndlovu,naledi.ndlovu2@telkomsa.net,0615235884,2005-03-23,M,Free State,Bloemfontein,2024-10-02,CRM Interaction,2025-07-09,,,,,,,WhatsApp,Product Application,Y,,
CL00065,Tumi,De Villiers,tumi.de villiers57@gmail.com,073 358 9751,1993-01-23,,Western Cape,Stellenbosch,2023-11-11,Transaction,2025-07-09,AC000086,Savings,,,,,EFT,,,Debit Order,-3022.98
CL00082,David,Zulu,DAVID.ZULU83@GMAIL.COM,+27812811298,1951-11-21,M,Eastern Cape,Mthatha,2024-12-03,Transaction,2025-07-09,AC000103,Credit Card,,,,,POS,,,POS Purchase,-7108.51
CL00098,Werner,Sithole,werner.sithole42@telkomsa.net,,1988-05-06,M,North West,Rustenburg,2025-03-16,Transaction,2025-07-09,AC000122,Credit Card,,,,,Branch,,,Withdrawal,-7813.82
CL00111,Ilse,Ndlovu,ilse.ndlovu48@webmail.co.za,,1983-01-11,M,Northern Cape,Kimberley,2022-03-31,Transaction,2025-07-09,AC000144,Personal Loan,,,,,EFT,,,Debit Order,-5424.16
CL00120,Marike,Khumalo,marike.khumalo88@webmail.co.za,+27696032437,1963-06-28,M,Gauteng,Soweto,2024-06-30,Transaction,2025-07-09,AC000156,Personal Loan,,,,,EFT,,,Debit Order,-3070.91
CL00142,Lerato,Nkosi,lerato.nkosi18@telkomsa.net,0658699307,1978-01-21,F,Free State,Bloemfontein,2025-01-17,Transaction,2025-07-09,AC000187,Credit Card,,,,,Branch,,,Deposit,5852.94
CL00154,Kagiso,Zulu,kagiso.zulu42@yahoo.com,067 793 8388,1999-09-07,F,Free State,Bloemfontein,2025-05-09,Transaction,2025-07-09,AC000203,Credit Card,,,,,ATM,,,Withdrawal,-3510.58
CL00162,Grace,Pillay,grace.pillay70@gmail.com,,1960-07-22,M,Limpopo,Polokwane,2024-09-27,CRM Interaction,2025-07-09,,,,,,,Branch,Query,,,
CL00178,Riaan,Botha,riaan.botha94@outlook.com,082-216-0289,1996-12-13,F,Eastern Cape,Mthatha,2025-01-31,Transaction,2025-07-09,AC000235,Savings,,,,,EFT,,,Debit Order,-4184.82
CL00251,Precious,Khumalo,precious.khumalo41@yahoo.com,0688022366,1953-02-03,M,Northern Cape,Kimberley,2025-05-13,CRM Interaction,2025-07-09,,,,,,,Chat,Product Application,Y,,
CL00253,Priya,Botha,priya.botha24@webmail.co.za,0698054359,1971-03-16,M,North West,Rustenburg,2025-02-18,Transaction,2025-07-09,AC000332,Savings,,,,,POS,,,POS Purchase,-4395.65
CL00253,Priya,Botha,priya.botha24@webmail.co.za,0698054359,1971-03-16,M,North West,Rustenburg,2025-02-18,Transaction,2025-07-09,AC000332,Savings,,,,,POS,,,POS Purchase,-545.63
CL00310,Chane,De Villiers,chane.de villiers18@webmail.co.za,0697855954,2000-11-04,M,Mpumalanga,Witbank,2025-03-25,Transaction,2025-07-09,AC000403,Personal Loan,,,,,POS,,,Refund,3393.9
CL00332,David,Govender,david.govender96@gmail.com,0751903041,1950-01-26,F,KwaZulu Natal,Durban,2023-04-26,CRM Interaction,2025-07-09,,,,,,,WhatsApp,Query,Y,,
CL00336,Kagiso,Fourie,KAGISO.FOURIE62@WEBMAIL.CO.ZA,0671121097,1996-01-03,F,Free State,Welkom,2024-10-04,Transaction,2025-07-09,AC000430,Credit Card,,,,,Branch,,,Withdrawal,-4187.11
CL00384,Ruan,Mahlangu,RUAN.MAHLANGU61@YAHOO.COM,0739802102,1954-01-26,M,Limpopo,Tzaneen,2025-02-01,Transaction,2025-07-09,AC000502,Personal Loan,,,,,Mobile App,,,EFT Payment,4537.37
CL00390,Kyle,Dlamini,kyle.dlamini3@yahoo.com,0712110870,1998-09-07,M,Northern Cape,Upington,2023-10-09,Transaction,2025-07-09,AC000510,Personal Loan,,,,,ATM,,,Withdrawal,-200.74
CL00397,Karabo,Pillay,karabo.pillay17@gmail.com,0612444846,2003-01-07,M,Gauteng,Sandton,2025-01-12,CRM Interaction,2025-07-09,,,,,,,Chat,Product Application,Y,,
CL00400,Riaan,Sithole,riaan.sithole4@gmail.com,+27655735492,2007-09-04,F,KwaZulu Natal,Richards Bay,2023-10-28,CRM Interaction,2025-07-09,,,,,,,Email,Product Application,Y,,
CL00419,Grace,Molefe, grace.molefe89@yahoo.com ,,2000-10-25,M,Eastern Cape,Mthatha,2024-11-30,Transaction,2025-07-09,AC000552,Personal Loan,,,,,POS,,,POS Purchase,-4538.49
CL00421,Marike,Van der Merwe,marike.van der merwe24@gmail.com,+27628607523,2006-11-20,M,KwaZulu Natal,Pietermaritzburg,2025-03-05,Transaction,2025-07-09,AC000554,Credit Card,,,,,EFT,,,Deposit,3653.48
CL00440,Bongani,Sithole,BONGANI.SITHOLE26@WEBMAIL.CO.ZA,,1989-01-24,M,Limpopo,Polokwane,2024-01-05,Transaction,2025-07-09,AC000585,Credit Card,,,,,POS,,,POS Purchase,-3090.15
CL00444,David,De Villiers,david.de villiers17@webmail.co.za,0756114309,1998-02-07,M,Eastern Cape,Gqeberha,2024-04-12,Transaction,2025-07-09,AC000592,Credit Card,,,,,Branch,,,Deposit,2065.8
CL00447,Naledi,Zulu,naledi.zulu47@webmail.co.za,,1957-12-15,F,Limpopo,Polokwane,2024-08-11,Transaction,2025-07-09,AC000598,Personal Loan,,,,,ATM,,,Withdrawal,-1237.63
CL00466,Precious,Kruger,precious.kruger41@webmail.co.za,+27776899361,2001-09-19,M,KwaZulu Natal,Durban,2025-01-18,Transaction,2025-07-09,AC000622,Savings,,,,,EFT,,,Debit Order,-6086.55
CL00478,Nomvula,De Villiers,nomvula.de villiers33@outlook.com,0631886716,1993-11-18,F,Mpumalanga,Witbank,2024-07-20,Transaction,2025-07-09,AC000635,Credit Card,,,,,Mobile App,,,EFT Payment,2208.08
CL00498,Mpho,Steyn,mpho.steyn81@webmail.co.za,+27615597569,1974-09-06,F,Gauteng,Pretoria,2022-11-25,Transaction,2025-07-09,AC000662,Savings,,,,,Online Banking,,,EFT Payment,28.89
CL00503,Mpho,Abrahams,mpho.abrahams12@webmail.co.za,,1983-12-24,M,KwaZulu Natal,Durban,2025-05-14,Transaction,2025-07-09,AC000667,Credit Card,,,,,Branch,,,Deposit,7158.43
CL00521,Bongani,Pillay,bongani.pillay93@outlook.com,070-414-0556,1955-06-22,F,Mpumalanga,Mbombela,2023-09-02,Transaction,2025-07-09,AC000689,Personal Loan,,,,,EFT,,,Fee,-6619.12
CL00523,Grace,Abrahams, grace.abrahams87@outlook.com ,0662877580,1975-03-02,M,Mpumalanga,Witbank,2025-06-17,CRM Interaction,2025-07-09,,,,,,,Email,Query,Y,,
CL00547,Priya,Naidoo,priya.naidoo6@outlook.com,+27707330138,1991-11-07,F,KwaZulu Natal,Richards Bay,2025-01-26,Product Enrollment,2025-07-09,AC000728,Savings,Active,,,10500.16,,,,,
CL00547,Priya,Naidoo,priya.naidoo6@outlook.com,+27707330138,1991-11-07,F,KwaZulu Natal,Richards Bay,2025-01-26,Transaction,2025-07-09,AC000728,Savings,,,,,Branch,,,Deposit,6474.51
CL00550,Farhaan,Naidoo,farhaan.naidoo3@gmail.com,0684452834,1999-02-27,M,Northern Cape,Kimberley,2024-09-01,Transaction,2025-07-09,AC000733,Personal Loan,,,,,EFT,,,Deposit,2137.39
CL00556,Vusi,Govender,vusi.govender80@webmail.co.za,,1951-10-01,F,Northern Cape,Upington,2024-08-09,Transaction,2025-07-09,AC000743,Personal Loan,,,,,POS,,,POS Purchase,-7279.37
CL00572,Nomvula,Steyn,nomvula.steyn48@gmail.com,0679507858,1961-03-23,M,Northern Cape,Kimberley,2025-05-20,CRM Interaction,2025-07-09,,,,,,,Call,Complaint,Y,,
CL00579,Lerato,Adams,lerato.adams81@webmail.co.za,0754510423,1974-05-23,M,Eastern Cape,Mthatha,2023-11-03,Product Enrollment,2025-07-09,AC000763,Savings,Active,,,10481.76,,,,,
CL00581,Musa,Smith,musa.smith31@outlook.com,+27657276479,1966-08-03,F,Mpumalanga,Mbombela,2023-02-20,Transaction,2025-07-09,AC000765,Savings,,,,,POS,,,POS Purchase,-3874.8
CL00620,Ashwin,Van der Merwe,ASHWIN.VAN DER MERWE13@GMAIL.COM,,2000-07-16,F,Limpopo,Polokwane,2024-09-20,Transaction,2025-07-09,AC000816,Credit Card,,,,,EFT,,,Deposit,3117.68
CL00637,Grace,Kruger,,0639207723,2004-09-23,M,Mpumalanga,Witbank,2024-01-23,Transaction,2025-07-09,AC000843,Credit Card,,,,,Mobile App,,,EFT Payment,3301.06
CL00675,Musa,Van der Merwe, musa.van der merwe63@yahoo.com ,0657613533,1989-03-19,F,North West,Rustenburg,2022-12-27,Transaction,2025-07-09,AC000888,Credit Card,,,,,Mobile App,,,EFT Payment,6726.65
CL00756,Kagiso,Sithole, kagiso.sithole35@gmail.com ,0756558419,1994-06-22,M,Western Cape,Paarl,2022-04-22,Transaction,2025-07-09,AC000997,Personal Loan,,,,,POS,,,POS Purchase,-1823.91
CL00790,Ayesha,Kruger,ayesha.kruger43@outlook.com,0691522734,1960-11-01,F,Mpumalanga,Witbank,2025-05-28,CRM Interaction,2025-07-09,,,,,,,Chat,Fraud Report,N,,
CL00836,Nadia,Abrahams,NADIA.ABRAHAMS86@GMAIL.COM,+27835473408,1980-11-09,M,KwaZulu Natal,Richards Bay,2024-04-05,Transaction,2025-07-09,AC001095,Credit Card,,,,,Online Banking,,,EFT Payment,1481.96
CL00839,Farhaan,Mokoena,FARHAAN.MOKOENA23@WEBMAIL.CO.ZA,0665576814,1959-11-28,F,Free State,Bloemfontein,2024-02-16,Transaction,2025-07-09,AC001097,Credit Card,,,,,EFT,,,Deposit,4249.96
CL00843,Lerato,Mahlangu,lerato.mahlangu83@gmail.com,0774123258,1948-09-15,F,Gauteng,Sandton,2024-08-31,Transaction,2025-07-09,AC001104,Credit Card,,,,,Branch,,,Deposit,1001.38
CL00843,Lerato,Mahlangu,lerato.mahlangu83@gmail.com,0774123258,1948-09-15,F,Gauteng,Sandton,2024-08-31,Transaction,2025-07-09,AC001104,Credit Card,,,,,EFT,,,Debit Order,-5348.17
CL00870,Sipho,Adams,sipho.adams92@yahoo.com,0668737309,1962-06-24,F,Mpumalanga,Mbombela,2023-05-06,Transaction,2025-07-09,AC001142,Personal Loan,,,,,POS,,,POS Purchase,-1127.22
CL00924,Ashwin,Dlamini,ashwin.dlamini91@outlook.com,0837082569,1958-02-14,M,Mpumalanga,Witbank,2024-05-22,CRM Interaction,2025-07-09,,,,,,,Email,Product Application,N,,
CL00934,Kagiso,Sithole,kagiso.sithole29@outlook.com,0681442233,2003-01-12,M,Gauteng,Sandton,2022-06-18,CRM Interaction,2025-07-09,,,,,,,Call,Complaint,Y,,
CL00940,Sipho,Abrahams,sipho.abrahams40@telkomsa.net,0767830709,1959-12-18,,North West,Mahikeng,2023-03-17,Transaction,2025-07-09,AC001245,Savings,,,,,POS,,,POS Purchase,-1306.25
CL00984,Ayesha,Naidoo,grace.mokoena78@webmail.co.za,0715039461,1968-06-05,F,KwaZulu Natal,Pietermaritzburg,2025-04-28,Transaction,2025-07-09,AC001323,Savings,,,,,ATM,,,Deposit,3368.63
CL01010,Karabo,Van der Merwe,karabo.van der merwe1@webmail.co.za,0631898215,1950-10-19,M,Gauteng,Johannesburg,2022-01-23,Transaction,2025-07-09,AC001351,Savings,,,,,POS,,,POS Purchase,-7033.39
CL01030,Kagiso,Adams,kagiso.adams68@webmail.co.za,+27688319750,1992-07-05,F,Western Cape,Paarl,2024-05-30,Transaction,2025-07-09,AC001382,Personal Loan,,,,,ATM,,,Withdrawal,-4142.96
CL01046,Priya,Govender,priya.govender71@webmail.co.za,27704688845,1967-10-11,M,Eastern Cape,Gqeberha,2025-03-14,CRM Interaction,2025-07-09,,,,,,,Branch,Query,Y,,
CL01047,Zanele,Sithole,zanele.sithole95@telkomsa.net,+27635130432,2003-04-16,F,Eastern Cape,Mthatha,2022-11-25,Transaction,2025-07-09,AC001408,Credit Card,,,,,Online Banking,,,EFT Payment,3916.14
CL01053,Riaan,Smith,riaan.smith77@telkomsa.net,0711804946,1963-02-13,F,North West,Rustenburg,2025-04-14,Transaction,2025-07-09,AC001416,Savings,,,,,POS,,,POS Purchase,-5500.2
CL01057,Thabo,Mahlangu, THABO.MAHLANGU8@OUTLOOK.COM ,0645058837,1994-01-17,M,KwaZulu Natal,Pietermaritzburg,2024-10-22,Transaction,2025-07-09,AC001419,Personal Loan,,,,,Branch,,,Withdrawal,-926.22
CL01067,Tumi,Khumalo,TUMI.KHUMALO6@WEBMAIL.CO.ZA,+27668005981,2003-05-05,F,Eastern Cape,Gqeberha,2024-03-18,CRM Interaction,2025-07-09,,,,,,,Branch,Query,Y,,
CL01080,Ayesha,Steyn,ayesha.steyn16@telkomsa.net,075 156 7676,1999-12-20,F,Limpopo,Tzaneen,2024-09-13,Transaction,2025-07-09,AC001443,Credit Card,,,,,Branch,,,Withdrawal,-4020.8
CL01146,Johan,Mahlangu,johan.mahlangu2@yahoo.com,27755427291,1997-04-26,F,Mpumalanga,Mbombela,2025-05-08,Transaction,2025-07-09,AC001526,Savings,,,,,POS,,,POS Purchase,-2815.6
CL01194,Nadia,Mahlangu,nadia.mahlangu28@outlook.com,+27678151289,1967-06-07,M,Eastern Cape,Gqeberha,2024-01-20,Transaction,2025-07-09,AC001587,Personal Loan,,,,,Branch,,,Deposit,7660.02
CL01230,Thabo,Botha,thabo.botha27@gmail.com,+27672684049,1958-08-19,M,Western Cape,Cape Town,2024-11-19,Product Enrollment,2025-07-09,AC001626,Savings,Active,,,52846.57,,,,,
CL01233,Priya,Fourie,PRIYA.FOURIE91@YAHOO.COM,0779860422,1992-02-21,F,Northern Cape,Upington,2024-03-31,Product Enrollment,2025-07-09,AC001630,Savings,Active,,,2185.71,,,,,
CL01243,Mpho,Botha,mpho.botha77@telkomsa.net,+27642878321,1969-02-06,F,Northern Cape,Kimberley,2025-06-13,Transaction,2025-07-09,AC001649,Personal Loan,,,,,POS,,,POS Purchase,-6119.18
CL01243,Mpho,Botha,mpho.botha77@telkomsa.net,+27642878321,1969-02-06,F,Northern Cape,Kimberley,2025-06-13,Transaction,2025-07-09,AC001648,Credit Card,,,,,POS,,,POS Purchase,-1434.23
CL01243,Mpho,Botha,mpho.botha77@telkomsa.net,+27642878321,1969-02-06,F,Northern Cape,Kimberley,2025-06-13,Transaction,2025-07-09,AC001648,Credit Card,,,,,Online Banking,,,Refund,5907.91
CL01265,David,Steyn,david.steyn17@yahoo.com,072-319-4562,1965-04-01,M,Limpopo,Polokwane,2025-05-31,Transaction,2025-07-09,AC001685,Credit Card,,,,,Branch,,,Withdrawal,-5039.98
CL01265,David,Steyn,david.steyn17@yahoo.com,072-319-4562,1965-04-01,M,Limpopo,Polokwane,2025-05-31,Transaction,2025-07-09,AC001685,Credit Card,,,,,ATM,,,Withdrawal,-5665.08
CL01319,Musa,Zulu,musa.zulu40@telkomsa.net,0601046625,1967-07-17,M,Free State,Bloemfontein,2025-03-13,Transaction,2025-07-09,AC001750,Credit Card,,,,,POS,,,POS Purchase,-7681.52
CL01363,Priya,Smith,priya.smith86@yahoo.com,+27724070909,1998-04-05,,KwaZulu Natal,Pietermaritzburg,2025-03-05,CRM Interaction,2025-07-09,,,,,,,Chat,Query,N,,
CL01364,Andile,Naidoo,andile.naidoo32@gmail.com,,1982-12-14,F,Limpopo,Polokwane,2024-09-07,Transaction,2025-07-09,AC001806,Personal Loan,,,,,Online Banking,,,EFT Payment,1296.63
CL01400,Tumi,Molefe,TUMI.MOLEFE41@TELKOMSA.NET,070-746-3881,1978-06-16,M,North West,Rustenburg,2022-05-12,Transaction,2025-07-09,AC001855,Credit Card,,,,,ATM,,,Withdrawal,-6867.95
CL01419,Johan,Kruger,,0738084151,1965-11-13,F,KwaZulu Natal,Richards Bay,2025-01-30,Transaction,2025-07-09,AC001884,Savings,,,,,Branch,,,Withdrawal,-5116.31
